reviewText,overall,Sentiment
This ultra micro-sd card is faster than the standard micro-sd cards. However the adapter provided with the card is not good. Data Transfer was quicker when used with a different adapter than the one provided with the micro-sd card,5,Pozitif
"Bought this to use in my Galaxy Note 3.  Two months later, works just like is should.  Amazon has the best price available, (and much better price than the offer at Best Buy).",5,Pozitif
"This SanDisk Ultra 64 GB microSDXC Class 10 micro SD card can storage an enormous among of data. And with the class 10 reliability and speed, it's a great buy.",5,Pozitif
The memory card works well in both my LG Optimus L9 (YES!!) as well as my Galaxy Note 10.1 Tablet. The card worked native on the Note but I had to reformat it to work with my phone (reformatting on the phone itself). It has the correct capacity and seems the correct speed.,5,Pozitif
"It served its purpose - no complaints, I used it for my samsung device andI am still storing on it.",5,Pozitif
"It is good, and can work well in my Canon Powershot 520, but can not be  used to make vedio in my Canon T3i. I do not know why.",5,Pozitif
Excellent. Got 2 of these but still testing to see if speed is its greatest deal. Anyway Cheap at the time.,5,Pozitif
"At the time, this was one of the best you can get.  Even now, at UHS-1, you will be doing better than the older, slower chips.  The form factor is handy for products which can take the Micro SD.",5,Pozitif
"64GB is pretty good size, and in a cell phone, it's awesome. However, getting it formatted as FAT32 is not the easiest method. By default, Windows 7 will not allow anything larger than 32GB to be formatted as FAT32. Even if you execute a DOS command to format to FAT32, it will fail. There is a fix though. Ridgecrop Consultants Ltd has a program that can be downloaded. I would suggest that you support this free application by sending the guy a few bucks, as he has truly written a great program that works very well in Windows 7. I have used his program, &#34;fat32format&#34; to successfully format this 64GB MicroSDXC disk. I then copied all of my contents from my old 12GB disk to this one. I inserted the disk into my phone, and whalla! It works great! Very pleased with this purchase.",5,Pozitif
faster memory i use in note 3 and i dont have problem its faster to transfer information and 64 really gb,5,Pozitif
"I bought this item to use in my gopro hero 3 because it's what they sell on the gopro website, but can be had a lot cheaper on Amazon.  Have yet to have problems with the card.",5,Pozitif
"Does exactly what it is supposed to do.  I cannot think of any complaints.  Other than it is very small......  Be very careful.  I am glad they put some red on this - makes it easier to find if you should drop it,",5,Pozitif
"Amazon as the best prices for these, period. I used this card in my Samsung Galaxy Tab 4 8.0.  No issues!",5,Pozitif
The SD card adapter came in handy and we were able to use the card in my father-in-law's Nikon D3200.,4,Pozitif
This little memory card is quite fast and it gives me a ton of expansion storage on my Galaxy S3. File transfers from the phone's internal storage or over a USB connection to my PC from the card when it it's in my phone are a lot faster than I anticipated. The included adapter for using the microcard in a PC SIM Card Slot doesn't work. I've tried reading the microcard using the full size SIM  adapter in three different PC's and had  no luck at all. I think the adapter is just junk.,3,Negatif
"I use it on my SAMSUNG GALAXY S3, it works great... more space to save all my documents, pictures and more :)",5,Pozitif
It works great and transfers quickly. I use it on my Dell Venue Tablet and my Polaroid XS100 action camera.,5,Pozitif
Had it installed on my cell phone for about 6 months now and it works flawlessly. very pleased with this product.,5,Pozitif
"Was expecting a better and faster, more efficient product, and was not disappointed. Replaced a standard type 32 GB card and this does work remarkably better. Pleased with the purchase.",5,Pozitif
"Put in the lumix camera and it works fast and great, no complaints, never had any issues, highly recommended, this brand always comes through  .",5,Pozitif
"This device works in Galaxy S4 no problems, it woks perfectly and really I just can't get over that you can buy a 64GB storage device that is the size of my thumbnail, that will run programs from it for under $50.One day something like this will hold 64 TB. Crazy cool.",5,Pozitif
There's no way I can give this a bad rating because it does exactly what it's supposed to do andthat's espand the memory. I hve been using ScanDisk memory cards for a long time and I have never been disappointed. The apps for tablet are automatically downloaded to the memory card and I have had no issues or complaints.,5,Pozitif
"I got it for my Galaxy S4 and it works well. It has a good speed and good space which is something I definitely needed. Sometimes it has a hard time getting recognized in my computer, but I always find a way to make it work. It will not do NTFS, but its not necessary for my purposes.",5,Pozitif
"This was a good deal for my wife's new Samsung galaxy III,..fit right in(I did remove the battery first,..and so far have had no issues with the chip.....does what it's supposed to.",5,Pozitif
"This seems to be a great MicroSDXC, as I would expect from SanDisk.  I have not tested read/write speed so I cannot comment on that.  I have it installed in my Lenovo ThinkPad 8 to provide extra storage, and it is doing what it is supposed to do.  Guess there is not much more you can say about an SD card.  I would expect it to work just as well in any device that is SDXC compatible.",5,Pozitif
Fungible micro SD card that works as expected.  Now for filler text to get past the idiotic word count minimum.,4,Pozitif
Fits my Galaxy SIII and gives me lots of storage :] Should be just the thing that I was looking for,5,Pozitif
"I know armed with this in my Android tablet and wearing my three wolf tshirt, I will be the envy of all geek girls who will be uncontrollably attracted to my Asian maleness.",4,Pozitif
Put this in the Samsung S5.  Works great.  stores lots of pictures and is easy to load and unload. you can also download the pictures to your computer easily.,5,Pozitif
"Don't know what exactly to say, but the little micro seems at least as efficient as any other micro that I've ever used.",5,Pozitif
"ES UNA TARJETA MICRO GUARDA TODAS LA CARACTER&Iacute;STICAS DESCRITAS EN LA PUBLICACI&Oacute;N LLEGO EN TIEMPO R&Eacute;CORD, HASTA EL MOMENTO NO HE TENIDO NING&Uacute;N INCONVENIENTE",5,Pozitif
"This memory card is the best, I've downloaded it all kinds of information, without problem, and their ability to cover all my expectations. The negative is the adapter that does not work properly on the computer",5,Pozitif
I got this to expand the storage in my Microsoft Surface and it works great. I can quickly transfer data on to it and then pop it out and put it into my desktop or phone. Definitely recommend if you need big storage for your mobile device.,5,Pozitif
"I bought it for my wife's Samsung Galaxy SIII.  I wanted something reliable so she can store music, videos, photos.I do recommend it to family and friends.",5,Pozitif
"For the first two months, the card worked great in my GoPro Hero 3 Black Edition.  Then, one night, it randomly stopped working.  Amazon won't take it back, and I've got an email into SanDisk to see if I can get it replaced.  Now I'm out $52 and now can't use my camera.  Thanks so little.",2,Negatif
"Installed this in my Galaxy S 3, no issues, put in, formatted and started taking photos, everything work fast and as expected.",5,Pozitif
I use this primarily to store music and photos on my SD card. The camera writes to the card directly and I notice no difference in speed. I haven't had any formatting issues. First thing I did when I popped this into my phone was format it using the built-in option under &#34;Settings.&#34; It has worked flawlessly for over a month.,5,Pozitif
"Purchased this item for a LePan TC970 tablet. All I can say is, &#34;Works great!&#34;Okay, and so I have to type 5 more words on this review so that I can post it.",5,Pozitif
doesn't seems to be some chinese crap... looks like it's the original one... works fine with my galaxy s4 and also with my tablet... 100% recommended...,5,Pozitif
"I was working with a three of these cards using the included adapter, and thought they were slower than they should be.  I just bought a full size Sandisk Ultra 16GB class 10 (all the same specs except size theoretically) for a different project, and it writes over twice as fast on the same computer! The write speed on this card is between 7 and 10 MB/s, the read seems to be 35MB/s, compared to the full size card with write speed of 22 to 25MB/s and a read speed of 42MB/s (this is from an imaging program, not a benchmark program, so it's not checking different sizes of transfer and the like).  Compare that with a Transcend 4 GB Class 4 card, the write speed is nearly identical (7 to 9MB/s), while the read speed on the class four is 12 to 13MB/s, significantly slower, as expected.The read speed is good, but the write speed is abysmal!  If it says ""Class 10"", it should be somewhat close to the Class 10 spec.I'm returning them.",2,Negatif
"Installed as sublimental memory for Samsung Tab 3 8 inch tablet.  Doesn't look like apps can be installed on the card, but that is a Tab 3 issue, not a San Disk issue.  Something to think about when chosing your tablet.  I plan on installing a lot of memory hogging field guide apps, so theTab 3's 16 GB built in memory may be a problem for me.  On the other hand, I have a lot of music, so the SD card will be useful.",5,Pozitif
"I trust the San Disk name and have no issues.  For a phone, Class 10 is a must.  Good price for this product.",5,Pozitif
Nothing interesting to write. It works just fine and holds a lot of info for such a little card. Thanks.,5,Pozitif
Better price than the Samsung branded card and works as well or better. Make sure that you check the requirements of the device that you have so you get the best card for your device.,5,Pozitif
"This works very well.  It is a class 10 memory card which ALL video cameras like.  Memory that is less than a class 6 plays back on some camcorders with a jerky playback.  Not with this memory chip.  Worth the money and at 64GB of storage lots of video time, photos and music storage.  The added value of the adapter is a plus.  This is a FIVE STAR product.  Art D  Long Island  N.Y.",5,Pozitif
"This is an SD card.  Nothing exciting, except when they don't work, I suppose... but this thing worked perfectly.  I put it in my VivoTab Windows 8.1 device, and it worked perfectly.  It has about 59GB of formatted free space on it... typical, but most folks expect to get to use the full 64GB... I heartily recommend this device!!!",5,Pozitif
"I currently have all my downloaded music on this car sitting in my surface RT.  I haven't done any measurements on how fast the transfer rate of this card is, but I can tell you that it is fully capable of playing music and videos from the card to my Surface RT with no lag at all.  It was also a very good value as far as price/size/speed ratio.",5,Pozitif
"Not much more to say, really. Work, is faster than my Class 4 16GB card and provides the space to copy DSLR photos (when I hook the phone to my Nikon 5100 with the USB host cable)",5,Pozitif
"5 months ago I placed this in a Galaxy phone and instantly increased storage by 200 percent. Worked and still works perfectly, and I was able to move all my pics, videos, and e-books to it. freeing up internal storage for apps.  Recommended.",5,Pozitif
Just what I needed for my Tablet. Recommend the product and getting one for my phone too. Fits my expectations.,5,Pozitif
"I purchased this to increase the storage on my tablet. Plugged in and worked immediately and was very affordable. I am not a tech expert but it seems to have no problem saving large video clips and playing them back. There was 1 cheaper than this, but this seemed to have better reviews so I went with this one. It was about half the cost of the cheapest one I could find at the big box store.",5,Pozitif
The SanDisk 32GB Micro SD Class 10 is a reliable SD card with amazing transfer speeds. There is no noticeable lag transfering even the largest RAW images to it. Hadn't had any problem with it.,5,Pozitif
"Bought this as an upgrade from having an 16 GB for my android phone, not that I need all the extra space but it's nice to have handy. This will accommodate more pictures and videos that I take with my phone and among other things without having to worry about running out of space, for now. Packaging was good. Arrived on time, having Amazon Prime, that's something you don't have to worry about.",5,Pozitif
"I got my memory card here instead of on the gopro site and saved some money. Its the same card and it works awesome. This card is about 7 hours of 720 @30 frames per second, or about 4 hours of 720@60 frames or 1080 @30 frames. In a gopro, you will be burning through batteries way before you could ever fill these cards. I prefer more, smaller cards. If a card dies, it is less of a catastrophe and you also dont pay that premium for the larger cards. However, If I do a LONG time lapse with a battery source, having a large card is nice to have.",5,Pozitif
"I just received my card, it is the class 10 64GB with the correct serial#SDSDQUA-064G-A11A. I received it in an unopened SanDisk packaging. I am going to use it on my HTC Rezound, I hope it works. From what I have read, it will work after reformatting the disk. I will update this review if I have any issues using it, if not, my rating will remain unchanged...",5,Notr
I shopped several other places for a good deal on a quality memory card and found it at amazon once again,5,Pozitif
"Popped this into my Nvidia shield for extra storage. It was recognized instantly and was easy to transfer files over.I haven't had it for too long to comment about failures in some of the reviews, but will update accordingly. So far recommended!",5,Pozitif
item as described. fits well in my galaxy tab 2. can access instantly both from my tab and from my computer when I plug my tab to laptop by usb cable. I like it!,5,Pozitif
Used it in an android phone. Worked fine and is decently fast. It did not quite reach the rated speeds but came close (could just be the controller that I am using).,4,Pozitif
"Got this in as described. So far it's working very well. I am not a technical person on calculating the speed. For a normal person, it's pretty fast and easy to access. Great product.",5,Pozitif
"I use this (with a Nifty MiniDrive, [...] to extend the built in SSD in my MacBook Pro. I highly recommend it for anyone needing a speedy flash card.",5,Pozitif
"Not much to say, its a memory card but it works great in my Go Pro Hero 3 Silver Edition.  Using 960x60, this card gave me 8.5 hrs of video recording time.  Definitely a good buy",5,Pozitif
Another necessity for the Go-Pro's that I feel should at least come with the Go-Pro's. At least a smaller GB to get you recording right out of the box. Too afraid to purchase an off-brand in fear of it not being compatible with the camera.,4,Pozitif
best best best productreliableown a fewone isnt enoughgood price I guesswill prob buy more at some point,5,Pozitif
"No complaints.  Worked in every piece of electronics I've tried them in.  I've run across fake chips online before, but these are high quality at a good price.",5,Pozitif
Got this to go in my daughters Microsoft Surface RT and it is doing great! She loaded a movie on it and is happy her device has some extra memory :-),5,Pozitif
"Card is perfect for use in GoPro. Write's fast and provides for super fast transfers to the computer. Price for two of these was the same as one 64GB card so the decision was easy. I'd rather have two cards so that I can swap them out, continue to record and have someone else transfer from the other one.",5,Pozitif
"Tried this out today in one of those 'Memory Stick PRO Duo Dual slot adapters', basically you use two microSD cards in one and then use it for your PSP, or camera, or whatever.  Worked great, two 32 GB cards were just a little cheaper than one of these and I wanted my nephew to upgrade to 128 GB if he wanted.  The adapter didn't say it would work with XC and we were worried that the PSP would have a problem with it but it all worked out great.  He is upgrading to 64 GB from 2 GB, it was a little overwhelming.  He has lots more space now and might get another one of these cards to put in the same adapter.  I'll update this if anything goes wrong.",5,Pozitif
"I don't know about the read or write speeds, but the micro sd card seems to work fine with my galaxy s4 and I didn't have to reformat it.",5,Pozitif
"As per other's instructions, I inserted it in a powered-off phone and let the phone format it (automatic, after a yes/no dialog). I removed it from the phone and copied  my old card onto it through a card reader on the PC (plus about 20 movies) and everything is working perfectly. Speeds seem outstanding; certainly, copying a 3GB HD movie I copied from my Blu-Ray disc took only a few minutes, even over USB 2.0.",5,Pozitif
I bought this 64GB memory card for my mini-camcorder.  Now I have unlimited picture and video taking capabilities.  No more packing extra memory cards for me.,5,Pozitif
"Got this to go with my little E-Prance dash cam.  Had to reformat it to work with camera, but works fine now.  Cost half as much as camera.",5,Pozitif
Works in all my sd devices. I bought this one for my smart phone. plug and play! works great. Would definitely recommend this card and the seller to my friends.,5,Pozitif
"I put this in my hp envy x2 to extend storage, stays inside unit all the time. Works as a hard drive. It works as advertised",5,Pozitif
"Not going to go on a rant about apple, but sure glad other phones allow these TINY slots that quadruples the memory. I drop and dragged tons of my music to the SD card and Android just finds it automatically and adds it to your list of music.",5,Pozitif
"Nice product, perfect package and speed of recording. My camera will stay better with this memory. I recommend for all.",5,Pozitif
"i love this micro sd.  It enables me to expand the storage space on my Acer W3.  Great price too,",4,Pozitif
"There is something to be said about SanDisk. You plug it in and it just works. I've never had one be DOA or any memory issues throughout the years, both for my camera and storage products. I installed this in my Galaxy SIII and it recognized it right away and I was able to dump my music onto it. Speed seems great as well, no complaints.",5,Pozitif
"I first tried putting it in my camera, without formatting.  It just said &#34;insert another card&#34;.  I put it into my linux computer, and it output lots of errors in the syslog, and fsck wouldn't work at all, just error'ed out, so I couldn't even format it.My windows computer couldn't recognize it either, though it tried to format it.  My phone didn't give any errors, but I wasn't able to really test it there.  (I do wonder if just the mini to standard adapter is the problem, since my phone has a mini slot, and everywhere else that I tried it needed the adapter...Exchanging for a different brand, and I'll see what happens.",1,Negatif
Bought this for my Samsung Galaxy Note II.  I started having all kinds of issues with recording photos and movies to the card.  It would look like it worked and then when I'd go back to review the photos or movies they were corrupted.  I see other people having the same issue with these cards.  Lost memories - bad card...,1,Negatif
"very good product, excellent quality, is the original and it works perfect on the phone. I recommend it to anyone who needs a good memory for your phone.",5,Pozitif
"I've had this for about a week now and so far no problems. Due to my laziness, I didn't do a lot of research beforehand and didn't find out about the problem these cards had with the Galaxy S4, which is the phone I have, until after I had bought the card (apparently the cards kept unmounting themselves, even if you remounted it in the settings). Fortunately, SanDisk caught wind of the problem a couple months ago and fixed it, so kudos to them.",5,Pozitif
Slow compared to some usb drives. The good is it is small and will hold large files. I would recommend this product for cell phone only use. Not to be used as a back up usb memory drive for Nexus 7. I would use a high speed USB drive for the Nexus 7.,4,Negatif
This worked in a Sansa clip zip when another generic brand didn't.  No complaints other than a couple CBS higher price.,5,Pozitif
Fast shipping & delivered as described.Phone did not recognize the card right away. I had to format it as FAT32 on the computer but it showed capacity of 32GB. To get the full capacity I had to format it again on the phone (exFAT format) now shows 64GB.Excellent capacity for lots of media files & documents.,5,Pozitif
"this chip holds way more than i would normally need but we were going on a three week trip and potentially taking about a million fotos.  if you need a large capacity this card was fast for the writes and reads for all the fotos i took.  the largest fotos were in the 10-12 MB range but most were 5-7 MB.and there were at least 15000 shots, some were absolute crap but that is the great thing about DigiFotos, the film is cheap.i bought mine here for $50.47, and that is STILL a good price i think for the ability to capture so many fotos and videos (and data if you wish).",5,Pozitif
Now who would have thought one day a memory card would be so small that its so easy to lose.I bought this MicroSD card to run openBSD on my beagle bone black:[...],5,Pozitif
It is what it is and it works as required and is very fast in processing the data.  In the 2 weeks I've had it it hasn''t crashed.  :-),5,Pozitif
"I bought this card because I have several devices that use microSD cards, but not all of them are compatible with the newer and higher-capacity SDXC standard. For SDHC memory cards, 32GB is the largest size available under that technology standard, so I went with this one from Sandisk. That way I didn't have to worry about compatibility issues with any of my devices. I've used Sandisk memory products for a number of years along with many other brands, and I've always had good results from them. I'm happy to say that my experience with this card echoes that of 5,000+ other Amazon users; it's been rock steady, reliable with larger file transfers (several 2GB+ movies at a time), and performed as quickly as I'd hoped for a Class 10 card in regards to its read/write times.Aside from the existing reviews and my previous experiences with Sandisk products, I also picked up this particular card due to its UHS-1 compliance. I don't currently have any UHS-1 devices that can take advantage of the increased speed, but for the negligible cost difference, it just made sense. Standards and technology update so fast these days; any future-proofing a product can provide to extend its usable life is always appreciated.",5,Pozitif
Just dropped right into the phone with no proble.  Disk works great and give me plenty of room for storage.,4,Pozitif
SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...Works fine.,4,Pozitif
"This has really just been used to store some extra files and pass between computers. It came with the converter to change it to a standard SD card. No issues with either. It always amazes me how so much data can be stored in such a small space. Anyway, it will get more use in the next month. I'm planning on upgrading phones and will knock it down a star if it seems to slow to record video to. So if you just see 5 stars, it means I am lazy and the disk is still good.",5,Pozitif
"It's fast and not too expensive, Still works after several months, unlike a lot of cheaper cards.  You don't need this fast of a card in most phones if you just access but it makes a world of difference if you do a lot transferring.",5,Pozitif
"The card was working great. I own quite a few for several of my devices. One that I bough in 2012 suddenly died. I went to the SanDisk website and did a chat support. The Tech tried some quick troubleshooting and after about five minutes asked for my info for an RMA. The process was quick and easy. Like I said, this one suddenly died, no idea why. Luckily I didn't have anything important on it at the time. This is the only one I've ever had fail, and like I said, the RMA process was a breeze. I really like these cards and the customer service was great. For reference, I run these cards in a Samsung Galaxy SII (hercules) - 32 gb, Motorola Droid (sholes) - 16 gb, Motorola Droid 3 (solana) - 32 gb, Samsung Galaxy Note 10.1 (2012) (GT-N8013) -32 gb, it was the Note one that failed. I also have a GoPro but I run the golden SanDisk cards in that, but they are twice the price! I will continue to buy these cards regardless of this isolated incident.",4,Pozitif
"I bought 2 of this, one for a Hero3 camera and one for a Galaxy S3 mini, They both work excelent, recommended for video shooting. Very good price!With the adapter you can use it on a SD card reader (SDHC compatible)",5,Pozitif
Works great with my Samsung Galaxy Note 3. Now I have 96GB total memory! Awesome! The price was quite good too,5,Pozitif
this works great on my Galaxy S4 right out of the box.and its faster then the old 32gb card i used to have.,4,Pozitif
"I a using this card with a Sansa (sandisk) mp3 player and it is working flawless. I am glad, but I cannot imagine what could go wrong with a card like this, either it works or it does not, and mine is working. Anyway, I would buy one of these again without a doubt.",5,Pozitif
This chip has done very well for my Samsung galaxy note 2. I would highly recommend getting this brand. I have had other brands to have failed and taking all of my data with it.,5,Pozitif
"The Nexus One is listed as supporting a maximum of 32GB on an SDCard.Based on  reports here and elsewhere, I took out my 32GB card and put in this 64GB card and powered up the phone.The phone reported that the card was defective in a notification.I pulled down the notifications and tapped the notification that issued that report.  It offered to format the card.I would note that I have Clockwork Recovery and the ROM Manager app installed on my rooted (CM7, Android 2.3) N1.After tapping the notification, the phone formatted the card.  All went well.  Since I had neglected to move my RootExplorer file manager off the SD card prior to putting in the new card, I was not able to check directly on the phonethat the entire 64GB was available.  But, as it turned out, it was.While doing the above, I had been using Winzip to make a copy of the contents of my 32GB card to my PC (using a USB adapter).  When that completed,I powered down the phone and put the new 64GB card in the PC using the Micro SD adapter that came with that card and a USB adapter for that adapter.It showed about 60GB (the usual for a 64GB card, I guess).Interestingly, some files (mainly folders) related to clockworkmod had been placed on the SD card during formatting, which shows where the formatting codeprobably came from.  Take note: if you do *not* have ROM Manager / Clockworkmod on your phone, your mileage may very well vary.  If you have root, I would suggest obtainingROM Manager from Google Play prior to doing the above.  Anyway, I just deleted those files so that they wouldn't conflict with any of the old files I was aboutto copy.I then unzipped the saved contents of my old card onto the new card.Then, I put the new card in the N1 and powered it up.  It worked perfectly, right away.Root Explorer showed about 60GB of capacity (of which about 30 was used by me - I really needed this card!).Tried out Spotify Premium and it played fine from saved files that had been on the old card and were now transferred to the new card.  Other thanRoot Explorer, haven't tried any other apps yet, but am expecting good news based on the experience thus far!I tried a full backup using ROM Manager and it apparently worked without incident.So, based on the above, I would recommend this card for the Nexus One!  What a break to get another 30 GB on an aging phonethat is nonetheless still one of the best phones ever.Caveat: Keep in mind that I just unwrapped this thing and have used it for all of two hours.",5,Pozitif
best bargan on the market. good size for a good price so what more can you want it works and wont break as it seems,5,Pozitif
I wanted a fast 64 GB microSD card for my Evo LTE and this one fit the bill.  I grabbed it on sale and it's worked great without any issues.Speed benchmarks fall into the proper range for a class 10.,5,Pozitif
"Bought this for my Android Phone/Tablet - love it, 32GB is a ton of storage and being Class UHS-I it's FAST",5,Pozitif
"Full Disclosure: I use no other brand of SD Card other than SanDiskHaving said that, I was pleased to discover an SD Card designed for people who demand fast transfer speeds for HD video applications. I purchased this item for my tablet PC and have been pleased with its functionality. The adapter is great for accessing via computer to transfer files directly if USB is not desired.",5,Pozitif
"Has worked like an absolute charm in my PSP, and for the on going reduced price, I ended up buying a 2nd for my new Samsung Tab 3 even though I didn't need the extra storage (yet).",5,Pozitif
"Always good, what else can I say ?",5,Pozitif
This card is a lot faster than my old card which was advertised as a Class 10 as well. Great to have the extra space too.,5,Pozitif
Work good,5,Pozitif
I have this in my phone storing the majority of my MP3 collection (400+ albums). It loaded 30Gs of music comparatively fast. And never seem to have any problems with skipping or stuttering I've had with slower cards. Probably would be a solid selection for video (I haven't tried it yet) and photos save off quickly allowing follow-up shots I would have missed before.,4,Pozitif
"This card is awesome and even seems to make my phone run faster, I would say that it is a must have for all!!!",5,Pozitif
See above.  Nice to have the extra room in my Blackberry Z30.  LOTS of content goes with me.  Packaging was adequate but not over-the-top.,5,Pozitif
I'm not sure what I can say about this that will be helpful. We bought this 6 months ago. It worked when we bought it. It's still working. I can't say anything about speed since we haven't tested it. We've never had any issues with speed though. I trust SanDisk. Everything we've bought from them has been good.,5,Pozitif
"Fast transfers.  I was hesitant to buy a larger micro storage, thinking that it would be easy to damage.  This storage fits the phone perfect, and I wouldn't hesitate to buy again.",5,Pozitif
"It isn't as fast as the class10 I used before, and the file structure only allows 29.7G free to put data on.  I can see SOME loss, but I'm very displeased with losing over 2G of space!  That's a big waste percentage.",3,Negatif
"Works perfectly with my GoPro 3.  No issues with write times and works as expected.  No issues with losing anything stored or corruption, which is highly important for anything camera related.",5,Pozitif
"I'm amazed.  I ordered this from Amazon on Tuesday morning, and it arrived with Wednesday's mail.  VERY impressive service from Amazon!As has already been reported, the card formats out to > 59 Gb, and it performs perfectly in my Samsung Galaxy S III (which is also new).  Using two card readers on a fast PC, I transferred everything from my old 16GB card to the new 64 GB card in less time than it took to walk to the kitchen and get a cup of coffee.  So I think the Class 10 rating is correct on the card.Once I have some experience with the card in the phone, I'll benchmark the card and I'll also benchmark operations such as internally backing up my Android phone to the card.  Then I'll update this review with some accurate numerical data.  But in the mean time on first look, the person who said that the S 3 has problems with anything faster than class 6 may not have been correct - a full backup of the phone to the card was significantly faster than the backup with the old 16GB class 6 card.  Again no benchmarks yet but once I have them I'll include them here.Right now I'm very happy with this card and I'm really impressed - both with the card and with the unbelievably quick service from Amazon (and I'm in Atlanta where shipments like this one often take the full 3 days to arrive).",5,Pozitif
"I bought this for a Sansa Clip+, it worked after formatting the card to FAT32.  Can't say much other than I have tons of lossless songs here that were previously on CDs.  What I don't like in general is that manufacturers LIE about real size of cards arguing some technical issue, it's like saying that 2+2=5, when in reality is not, this card like any other card is not 64gb, it's more like 62gb (can't remember exact size, don't have card available at hand).2+2 is not =5.  This card is advertised as 64gb yet in reality is lower, manufactures using false advertising as usual. This kinds of memory cards are a good example of false advertisement.",5,Negatif
"LOTS OF SPACE, HOLD LOTS OF MUSIC, VIDEOS, PICTURES. GOOD PRICE, HAPPY CUSTOMER.NO COMPLAINTS. WORKS WELL IN MY SAMSUNG TABLET.",5,Pozitif
Great value for the price.  Comes with an adaptor so it can be used in multiple types of devices.  I have had no issues with it and would recommend it.,4,Pozitif
Works as it should. i use it with my GoPro HERO 3+ and I have not had any issues. Holds tons of footage. I have 4 of these and it is overkill but they were so cheap that why not. Better to have it and not need it than need it and not have it.,5,Pozitif
Well works just like any other SD card I don;t see ultra fast speeds or any thing. I shoved this guy into a Galaxy S4 and it works fine!,4,Notr
"this is a great product but with over production comes some small issues at times, my phone will say that my card is damaged sometimes so I have to reboot, not sure if it's the phone or the card, I got 2 of these one for me and the wife, her's never have any issues. I can live with it, it happens every so often ...",4,Notr
"Do yourself a favor and pay the extra money for this card.Seriously, you spend all that money on a nice phone and it's like you're only using it at 1/4 or 1/3 of it's capability.Get this memory card and enjoy your phone how it's supposed to be run.",5,Pozitif
"32 GB Micro SD chip. If this is the size and memory amount you desire, this memory card has never failed or had errors on me. 5 stars for that and being the cheapest I could get at the time.",5,Pozitif
got this for a good price. Works great. Use it in my Droid Razr M. I store all my music and some important files on my phone with room to spare. great buy,5,Pozitif
"I ordered this for my son and he loves it. More memory space than the one I have of 32. I plan on getting another one for me because I love to download a lot of videos, music, and take pictures",5,Pozitif
I have been using this in my phone for several months.  Still works great. Seems fast however i have not done any real tests.,5,Pozitif
"THis is GREAT for my tablet, OMG I have SO MUCH STUFF on storage that it would take me forever to read, listen, and watch it all. Very nice. Very nice indeed.",5,Pozitif
Works great.  Plenty of storage and writes fast to my portable camera. Arrived on time. Product was packed and warped well.,5,Pozitif
Well known brand at a great price.  Works as expected for a scandisk.I would tell a friend to purchase one.,5,Pozitif
"I'm into photography and I just got a gopro.This micro sd card is a class 10, it's great for photo/video and the best thing that I has, the price. I went to bestbuy, walmart, target, even a CVS looking for deals and BE AWARE, you'll find micro sd cards &#34;on sale&#34; but none of them -class10-. The cheapest I found a class 10 of 16GB was around $40.So be smart, get this with time and wait patiently.",5,Pozitif
"Read the reviews and settled on this card to use in my cell phone.  So far so good.  No problems whatsoever.  Have tons of space to store all my mp3s, photos and videos.  Great read/access speed due to being HC-1 class.  Excellent price as I got this shortly after Black Friday sale.",5,Pozitif
Got a defective memory card.  Showed only 1 GB instead of the 64 GB.  Returned it for a replacement and never got the replacement!  Got my money back and went to Walmart.,2,Negatif
"i still own it but card went bad after 2 weeks of owning it, lost tons of music and data ect and lost all faith in sandisk products. i tried to get it replaced or money back but no return email from seller, so unhappy i lost over 20gigs of movies/music and data. wish there would have been a reply from seller or amazon but i still have a dead sdcard with all my files stuck on it.",1,Negatif
"I had to use fat32format.exe in order to fully use this card in my Samsung Galaxy S3. The card comes with exFAT format, which doesn't work when trying to use the card with recovery to load custom ROMs.",5,Pozitif
"Seriously, these are the best ones to get for the price. If you pay over 28 dollars for these somewhere else, don't. Perfect for any phone or Cameras or there. It's high class and the gb's is plenty for any average user. In fact I'm a heavy use of data and I never use more than 32gb. If I do i know where to get more =]",5,Pozitif
Bought it fit in my new Galaxy S5. Nothing more to write. its a great product and price was good and it works.,5,Pozitif
"It's a micro sd hc, stores files, and is great at it.I don't really know enough about these kinda things to go into details of how fast it is at transfering files.But it worked great for copying video files from my computer, placing the same thing into my LED tv (has a USB port) and watching the files from there. 8gb video files would play perfectly fine. Perhaps that's saying enough about it? Worth the money!",5,Pozitif
"Lot's of space now! My Galaxy was getting full, so I got this. Tons of space for movies and music and pictures and videos and kindle. Get the point? Lots of space.",5,Pozitif
"I carry a ton of digital content with me on my phone and never want to run out of space.  This is a very fast Micro SD Card and gives me 75 GB of usable space on my Samsung Galaxy Note II.  I can take 20 pictures in about 5 seconds while listening to music.Fast, efficient and tons of storage ... who can ask for more!BillH",5,Pozitif
"I bought this memory card to use in my dash cam, and I'm very happy with how it turned out.It does what it's supposed to and that's it. No complaints.",5,Pozitif
